1062.0,644.0,1094.0,725.0
1064.0,643.0,1097.0,726.0
1066.0,643.0,1100.0,729.0
1069.0,642.0,1104.0,730.0
1072.0,642.0,1108.0,732.0
1074.0,641.0,1111.0,734.0
1077.0,641.0,1115.0,736.0
1080.0,640.0,1119.0,738.0
1083.0,639.0,1123.0,739.0
1086.0,639.0,1127.0,741.0
1089.0,638.0,1131.0,743.0
1092.0,638.0,1135.0,745.0
1096.0,637.0,1140.0,746.0
1099.0,637.0,1144.0,749.0
1103.0,636.0,1149.0,750.0
1107.0,635.0,1154.0,751.0
1111.0,635.0,1158.0,754.0
1116.0,634.0,1164.0,755.0
1120.0,634.0,1169.0,758.0
1124.0,633.0,1174.0,759.0
1129.0,633.0,1180.0,761.0
1133.0,632.0,1185.0,763.0
1138.0,631.0,1190.0,764.0
1143.0,631.0,1196.0,766.0
1148.0,630.0,1202.0,768.0
1148.0,622.0,1207.0,759.0
1153.0,621.0,1212.0,760.0
1157.0,620.0,1217.0,761.0
1162.0,619.0,1222.0,762.0
1166.0,619.0,1227.0,764.0
1171.0,618.0,1232.0,765.0
1176.0,617.0,1237.0,766.0
1180.0,617.0,1242.0,768.0
1185.0,616.0,1247.0,769.0
1190.0,616.0,1253.0,772.0
1194.0,616.0,1257.0,774.0
1199.0,616.0,1263.0,776.0
1205.0,616.0,1269.0,779.0
1211.0,617.0,1276.0,783.0
1217.0,617.0,1282.0,786.0
1223.0,617.0,1289.0,789.0
1229.0,617.0,1295.0,792.0
1233.0,618.0,1300.0,797.0
1237.0,618.0,1305.0,800.0
1240.0,618.0,1309.0,803.0
1241.0,618.0,1310.0,805.0
1246.0,617.0,1316.0,807.0
1252.0,615.0,1323.0,808.0
1258.0,614.0,1330.0,809.0
1264.0,612.0,1337.0,810.0
1270.0,610.0,1344.0,811.0
1275.0,609.0,1350.0,812.0
1279.0,608.0,1355.0,814.0
1282.0,607.0,1359.0,815.0
1284.0,606.0,1361.0,817.0
1285.0,605.0,1363.0,818.0
1285.0,605.0,1363.0,820.0
1285.0,604.0,1364.0,822.0
1300.0,610.0,1386.0,828.0
1299.0,610.0,1392.0,828.0
1299.0,611.0,1398.0,830.0
1299.0,611.0,1404.0,830.0
1298.0,611.0,1406.0,831.0
1297.0,611.0,1406.0,832.0
1297.0,611.0,1406.0,833.0
1301.0,611.0,1413.0,837.0
1306.0,611.0,1420.0,840.0
1310.0,610.0,1427.0,843.0
1313.0,610.0,1432.0,846.0
1314.0,610.0,1434.0,848.0
1314.0,609.0,1432.0,850.0
1314.0,609.0,1430.0,852.0
1313.0,609.0,1426.0,854.0
1313.0,609.0,1425.0,856.0
1312.0,608.0,1423.0,857.0
1312.0,608.0,1423.0,859.0
1311.0,608.0,1422.0,860.0
1310.0,608.0,1421.0,862.0
1308.0,608.0,1419.0,863.0
1307.0,608.0,1418.0,865.0
1305.0,607.0,1416.0,866.0
1303.0,607.0,1414.0,867.0
1300.0,607.0,1411.0,869.0
1298.0,607.0,1409.0,870.0
1266.0,607.0,1415.0,880.0
1266.0,603.0,1412.0,882.0
1265.0,599.0,1408.0,884.0
1265.0,596.0,1404.0,887.0
1264.0,593.0,1401.0,889.0
1264.0,592.0,1399.0,890.0
1258.0,592.0,1389.0,892.0
1253.0,592.0,1381.0,894.0
1247.0,592.0,1371.0,896.0
1241.0,592.0,1363.0,897.0
1234.0,592.0,1354.0,898.0
1218.0,592.0,1355.0,900.0
1202.0,592.0,1357.0,901.0
1186.0,592.0,1358.0,902.0
1172.0,592.0,1357.0,903.0
1158.0,592.0,1347.0,904.0
1157.0,592.0,1334.0,905.0
1156.0,592.0,1320.0,906.0
1154.0,592.0,1306.0,907.0
1152.0,592.0,1294.0,907.0
1150.0,592.0,1287.0,908.0
1139.0,592.0,1277.0,909.0
1129.0,592.0,1267.0,910.0
1118.0,592.0,1257.0,911.0
1108.0,592.0,1247.0,911.0
1097.0,592.0,1236.0,912.0
1082.0,592.0,1233.0,913.0
1067.0,592.0,1231.0,914.0
1052.0,592.0,1228.0,915.0
1038.0,592.0,1222.0,916.0
1026.0,592.0,1213.0,917.0
1022.0,592.0,1195.0,918.0
1019.0,592.0,1177.0,919.0
1014.0,593.0,1158.0,921.0
1010.0,593.0,1144.0,921.0
1005.0,593.0,1133.0,922.0
987.0,593.0,1126.0,923.0
969.0,593.0,1119.0,923.0
952.0,593.0,1112.0,924.0
936.0,593.0,1103.0,925.0
923.0,593.0,1093.0,925.0
910.0,593.0,1091.0,926.0
897.0,593.0,1089.0,926.0
885.0,593.0,1086.0,927.0
873.0,593.0,1080.0,928.0
862.0,593.0,1072.0,928.0
862.0,593.0,1051.0,929.0
860.0,593.0,1029.0,929.0
857.0,593.0,1007.0,930.0
854.0,593.0,990.0,930.0
851.0,593.0,979.0,931.0
824.0,593.0,971.0,931.0
797.0,593.0,961.0,932.0
774.0,593.0,952.0,932.0
755.0,593.0,942.0,933.0
744.0,593.0,935.0,933.0
736.0,595.0,933.0,933.0
729.0,598.0,930.0,935.0
723.0,599.0,926.0,935.0
718.0,600.0,922.0,935.0
714.0,600.0,918.0,935.0
711.0,600.0,910.0,936.0
708.0,599.0,891.0,936.0
706.0,598.0,866.0,937.0
704.0,596.0,835.0,938.0
703.0,593.0,802.0,938.0
