584.0,679.0,616.0,755.0
582.0,679.0,614.0,755.0
580.0,679.0,612.0,755.0
577.0,679.0,610.0,755.0
575.0,678.0,608.0,755.0
572.0,677.0,606.0,755.0
570.0,677.0,605.0,755.0
567.0,676.0,603.0,755.0
565.0,675.0,601.0,755.0
564.0,675.0,601.0,756.0
562.0,674.0,600.0,755.0
559.0,674.0,598.0,756.0
557.0,674.0,596.0,757.0
554.0,674.0,594.0,758.0
551.0,674.0,592.0,759.0
547.0,674.0,588.0,760.0
544.0,674.0,586.0,761.0
540.0,675.0,583.0,762.0
535.0,676.0,579.0,764.0
530.0,677.0,574.0,766.0
525.0,678.0,570.0,768.0
520.0,679.0,566.0,770.0
514.0,681.0,560.0,773.0
512.0,682.0,558.0,774.0
509.0,683.0,555.0,776.0
506.0,683.0,552.0,777.0
503.0,684.0,549.0,779.0
499.0,684.0,545.0,781.0
495.0,684.0,541.0,783.0
491.0,684.0,537.0,785.0
488.0,679.0,535.0,782.0
485.0,675.0,533.0,780.0
481.0,671.0,530.0,779.0
477.0,668.0,527.0,778.0
473.0,665.0,524.0,777.0
469.0,663.0,520.0,777.0
465.0,663.0,517.0,779.0
460.0,663.0,513.0,781.0
456.0,663.0,510.0,784.0
451.0,662.0,506.0,785.0
445.0,662.0,501.0,787.0
440.0,664.0,496.0,791.0
434.0,669.0,491.0,798.0
428.0,675.0,486.0,806.0
422.0,682.0,481.0,816.0
416.0,682.0,475.0,817.0
411.0,682.0,470.0,819.0
406.0,682.0,465.0,820.0
401.0,682.0,460.0,822.0
396.0,682.0,455.0,823.0
390.0,682.0,449.0,824.0
385.0,682.0,444.0,825.0
380.0,682.0,439.0,826.0
375.0,681.0,435.0,826.0
370.0,680.0,432.0,826.0
365.0,679.0,428.0,826.0
358.0,678.0,423.0,826.0
354.0,678.0,417.0,827.0
350.0,679.0,412.0,829.0
346.0,679.0,407.0,830.0
342.0,679.0,402.0,832.0
337.0,680.0,396.0,834.0
333.0,680.0,392.0,835.0
329.0,681.0,388.0,838.0
325.0,681.0,385.0,839.0
321.0,681.0,381.0,841.0
316.0,682.0,377.0,844.0
312.0,682.0,375.0,846.0
308.0,683.0,372.0,849.0
304.0,683.0,371.0,851.0
300.0,684.0,369.0,854.0
295.0,684.0,367.0,856.0
289.0,684.0,366.0,857.0
284.0,684.0,367.0,859.0
279.0,684.0,366.0,861.0
275.0,684.0,366.0,862.0
273.0,685.0,366.0,865.0
272.0,685.0,366.0,868.0
272.0,685.0,366.0,870.0
272.0,685.0,366.0,872.0
273.0,685.0,366.0,875.0
273.0,685.0,366.0,878.0
274.0,685.0,366.0,881.0
276.0,685.0,366.0,884.0
278.0,685.0,365.0,888.0
281.0,685.0,365.0,891.0
285.0,686.0,365.0,896.0
281.0,690.0,369.0,898.0
278.0,694.0,373.0,901.0
276.0,696.0,379.0,903.0
274.0,698.0,384.0,904.0
273.0,699.0,389.0,905.0
272.0,700.0,394.0,906.0
272.0,700.0,396.0,906.0
273.0,700.0,399.0,907.0
274.0,699.0,400.0,906.0
285.0,699.0,408.0,906.0
306.0,699.0,424.0,905.0
