3.0,558.0,71.0,1020.0
3.0,556.0,75.0,1020.0
3.0,555.0,78.0,1021.0
3.0,554.0,82.0,1022.0
3.0,552.0,86.0,1022.0
3.0,551.0,89.0,1023.0
3.0,550.0,93.0,1024.0
3.0,548.0,97.0,1024.0
2.0,547.0,99.0,1025.0
2.0,546.0,103.0,1026.0
2.0,545.0,107.0,1027.0
2.0,543.0,110.0,1027.0
2.0,542.0,114.0,1028.0
2.0,541.0,118.0,1029.0
2.0,539.0,121.0,1029.0
2.0,538.0,125.0,1030.0
2.0,539.0,136.0,1031.0
3.0,539.0,148.0,1032.0
4.0,539.0,158.0,1032.0
5.0,539.0,165.0,1033.0
0.0,539.0,172.0,1025.0
0.0,539.0,178.0,1034.0
0.0,538.0,185.0,1034.0
11.0,537.0,192.0,1034.0
20.0,536.0,178.0,1034.0
25.0,535.0,208.0,1034.0
30.0,534.0,216.0,1034.0
36.0,532.0,224.0,1033.0
43.0,530.0,233.0,1032.0
38.0,528.0,225.0,1039.0
48.0,527.0,250.0,1040.0
58.0,526.0,273.0,1041.0
68.0,525.0,294.0,1041.0
78.0,524.0,312.0,1041.0
88.0,523.0,324.0,1041.0
98.0,524.0,325.0,1039.0
108.0,525.0,326.0,1037.0
118.0,526.0,329.0,1036.0
128.0,526.0,333.0,1034.0
138.0,526.0,339.0,1033.0
148.0,525.0,343.0,1031.0
159.0,524.0,347.0,1029.0
169.0,524.0,352.0,1029.0
180.0,523.0,359.0,1027.0
191.0,522.0,368.0,1026.0
204.0,521.0,392.0,1029.0
216.0,519.0,414.0,1031.0
228.0,518.0,434.0,1034.0
240.0,517.0,451.0,1035.0
252.0,516.0,466.0,1035.0
265.0,514.0,478.0,1034.0
277.0,513.0,490.0,1034.0
289.0,511.0,501.0,1033.0
302.0,510.0,513.0,1032.0
315.0,509.0,526.0,1031.0
327.0,508.0,549.0,1030.0
340.0,507.0,571.0,1028.0
353.0,506.0,591.0,1026.0
366.0,505.0,609.0,1024.0
379.0,505.0,624.0,1022.0
389.0,504.0,634.0,1023.0
400.0,503.0,644.0,1023.0
412.0,502.0,656.0,1023.0
424.0,502.0,667.0,1023.0
436.0,501.0,678.0,1022.0
450.0,500.0,685.0,1025.0
464.0,499.0,693.0,1027.0
478.0,498.0,701.0,1029.0
492.0,497.0,710.0,1029.0
507.0,496.0,721.0,1028.0
524.0,495.0,728.0,1027.0
540.0,494.0,735.0,1025.0
556.0,493.0,743.0,1023.0
572.0,492.0,753.0,1020.0
588.0,492.0,767.0,1019.0
603.0,492.0,785.0,1020.0
618.0,492.0,803.0,1021.0
632.0,492.0,819.0,1021.0
647.0,491.0,835.0,1020.0
662.0,491.0,851.0,1020.0
677.0,490.0,865.0,1019.0
692.0,490.0,880.0,1018.0
706.0,489.0,894.0,1017.0
721.0,488.0,909.0,1015.0
735.0,488.0,923.0,1014.0
750.0,488.0,938.0,1014.0
764.0,488.0,952.0,1013.0
778.0,488.0,966.0,1013.0
792.0,488.0,980.0,1013.0
806.0,488.0,994.0,1012.0
821.0,489.0,1009.0,1015.0
835.0,489.0,1023.0,1016.0
849.0,489.0,1038.0,1017.0
863.0,489.0,1052.0,1017.0
878.0,489.0,1067.0,1017.0
888.0,489.0,1083.0,1016.0
898.0,489.0,1098.0,1014.0
